File,Column,Data Type,Description
csv/nba/player_boxscores.csv,pts_fb,integer,pts fb value
csv/nba/player_boxscores.csv,pts_paint,integer,pts paint value
csv/nba/player_boxscores.csv,opp_pts_off_tov,integer,opp pts off tov value
csv/nba/player_boxscores.csv,opp_pts_2nd_chance,integer,opp pts 2nd chance value
csv/nba/player_boxscores.csv,opp_pts_fb,integer,opp pts fb value
csv/nba/player_boxscores.csv,opp_pts_paint,integer,opp pts paint value
csv/nba/player_boxscores.csv,pts_off_tov_rank,integer,pts off tov rank value
csv/nba/player_boxscores.csv,pts_2nd_chance_rank,integer,pts 2nd chance rank value
csv/nba/player_boxscores.csv,pts_fb_rank,integer,pts fb rank value
csv/nba/player_boxscores.csv,pts_paint_rank,integer,pts paint rank value
csv/nba/player_boxscores.csv,opp_pts_off_tov_rank,integer,opp pts off tov rank value
csv/nba/player_boxscores.csv,opp_pts_2nd_chance_rank,integer,opp pts 2nd chance rank value
csv/nba/player_boxscores.csv,opp_pts_fb_rank,integer,opp pts fb rank value
csv/nba/player_boxscores.csv,opp_pts_paint_rank,integer,opp pts paint rank value
csv/nba/Players.csv,personId,string,personId value
csv/nba/Players.csv,firstName,string,firstName value
csv/nba/Players.csv,lastName,string,lastName value
csv/nba/Players.csv,birthDate,date,birthDate value
csv/nba/Players.csv,school,string,school value
csv/nba/Players.csv,country,string,country value
csv/nba/Players.csv,heightInches,integer,heightInches value
csv/nba/Players.csv,bodyWeightLbs,integer,bodyWeightLbs value
csv/nba/Players.csv,jersey,integer,jersey value
csv/nba/Players.csv,guard,integer,guard value
csv/nba/Players.csv,forward,integer,forward value
csv/nba/Players.csv,center,integer,center value
csv/nba/Players.csv,dleagueFlag,integer,dleagueFlag value
csv/nba/Players.csv,nbaFlag,integer,nbaFlag value
csv/nba/Players.csv,gamesPlayedFlag,integer,gamesPlayedFlag value
csv/nba/Players.csv,draftYear,integer,draftYear value
csv/nba/Players.csv,draftRound,integer,draftRound value
csv/nba/Players.csv,draftNumber,integer,draftNumber value
csv/nba/Players.csv,fromYear,integer,fromYear value
csv/nba/Players.csv,toYear,integer,toYear value
csv/nba/PlayerStatistics.csv,firstName,string,firstName value
csv/nba/PlayerStatistics.csv,lastName,string,lastName value
csv/nba/PlayerStatistics.csv,personId,string,personId value
csv/nba/PlayerStatistics.csv,gameId,string,Unique identifier for each game
csv/nba/PlayerStatistics.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/PlayerStatistics.csv,playerteamCity,string,playerteamCity value
csv/nba/PlayerStatistics.csv,playerteamName,string,playerteamName value
csv/nba/PlayerStatistics.csv,opponentteamCity,string,opponentteamCity value
csv/nba/PlayerStatistics.csv,opponentteamName,string,opponentteamName value
csv/nba/PlayerStatistics.csv,gameType,string,gameType value
csv/nba/PlayerStatistics.csv,gameLabel,string,gameLabel value
csv/nba/PlayerStatistics.csv,gameSubLabel,string,gameSubLabel value
csv/nba/PlayerStatistics.csv,seriesGameNumber,integer,seriesGameNumber value
csv/nba/PlayerStatistics.csv,win,integer,win value
csv/nba/PlayerStatistics.csv,home,integer,home value
csv/nba/PlayerStatistics.csv,numMinutes,float,numMinutes value
csv/nba/PlayerStatistics.csv,points,integer,points value
csv/nba/PlayerStatistics.csv,assists,integer,assists value
csv/nba/PlayerStatistics.csv,blocks,integer,blocks value
csv/nba/PlayerStatistics.csv,steals,integer,steals value
csv/nba/PlayerStatistics.csv,fieldGoalsAttempted,integer,fieldGoalsAttempted value
csv/nba/PlayerStatistics.csv,fieldGoalsMade,integer,fieldGoalsMade value
csv/nba/PlayerStatistics.csv,fieldGoalsPercentage,float,fieldGoalsPercentage value
csv/nba/PlayerStatistics.csv,threePointersAttempted,integer,threePointersAttempted value
csv/nba/PlayerStatistics.csv,threePointersMade,integer,threePointersMade value
csv/nba/PlayerStatistics.csv,threePointersPercentage,float,threePointersPercentage value
csv/nba/PlayerStatistics.csv,freeThrowsAttempted,integer,freeThrowsAttempted value
csv/nba/PlayerStatistics.csv,freeThrowsMade,integer,freeThrowsMade value
csv/nba/PlayerStatistics.csv,freeThrowsPercentage,float,freeThrowsPercentage value
csv/nba/PlayerStatistics.csv,reboundsDefensive,integer,reboundsDefensive value
csv/nba/PlayerStatistics.csv,reboundsOffensive,integer,reboundsOffensive value
csv/nba/PlayerStatistics.csv,reboundsTotal,integer,reboundsTotal value
csv/nba/PlayerStatistics.csv,foulsPersonal,integer,foulsPersonal value
csv/nba/PlayerStatistics.csv,turnovers,integer,turnovers value
csv/nba/PlayerStatistics.csv,plusMinusPoints,integer,plusMinusPoints value
csv/nba/PlayerStatistics.csv,playerteamId,string,playerteamId value
csv/nba/PlayerStatistics.csv,opponentteamId,string,opponentteamId value
csv/nba/PlayerStatistics.csv,comment,string,comment value
csv/nba/PlayerStatistics.csv,startingPosition,string,startingPosition value
csv/nba/PlayerStatistics.csv,gameDate,date,Date the game was played
csv/nba/PlayerStatisticsExtended.csv,firstName,string,firstName value
csv/nba/PlayerStatisticsExtended.csv,lastName,string,lastName value
csv/nba/PlayerStatisticsExtended.csv,personId,string,personId value
csv/nba/PlayerStatisticsExtended.csv,gameId,string,Unique identifier for each game
csv/nba/PlayerStatisticsExtended.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/PlayerStatisticsExtended.csv,gameType,string,gameType value
csv/nba/PlayerStatisticsExtended.csv,gameLabel,string,gameLabel value
csv/nba/PlayerStatisticsExtended.csv,gameSubLabel,string,gameSubLabel value
csv/nba/PlayerStatisticsExtended.csv,seriesGameNumber,integer,seriesGameNumber value
csv/nba/PlayerStatisticsExtended.csv,win,integer,win value
csv/nba/PlayerStatisticsExtended.csv,home,integer,home value
csv/nba/PlayerStatisticsExtended.csv,playerteamId,string,playerteamId value
csv/nba/PlayerStatisticsExtended.csv,playerteamCity,string,playerteamCity value
csv/nba/PlayerStatisticsExtended.csv,playerteamName,string,playerteamName value
csv/nba/PlayerStatisticsExtended.csv,opponentteamId,string,opponentteamId value
csv/nba/PlayerStatisticsExtended.csv,opponentteamCity,string,opponentteamCity value
csv/nba/PlayerStatisticsExtended.csv,opponentteamName,string,opponentteamName value
csv/nba/PlayerStatisticsExtended.csv,comment,string,comment value
csv/nba/PlayerStatisticsExtended.csv,startingPosition,string,startingPosition value
csv/nba/PlayerStatisticsExtended.csv,numMinutes,float,numMinutes value
csv/nba/PlayerStatisticsExtended.csv,points,integer,points value
csv/nba/PlayerStatisticsExtended.csv,assists,integer,assists value
csv/nba/PlayerStatisticsExtended.csv,reboundsTotal,integer,reboundsTotal value
csv/nba/PlayerStatisticsExtended.csv,reboundsOffensive,integer,reboundsOffensive value
csv/nba/PlayerStatisticsExtended.csv,reboundsDefensive,integer,reboundsDefensive value
csv/nba/PlayerStatisticsExtended.csv,fieldGoalsMade,integer,fieldGoalsMade value
csv/nba/PlayerStatisticsExtended.csv,fieldGoalsAttempted,integer,fieldGoalsAttempted value
csv/nba/PlayerStatisticsExtended.csv,fieldGoalsPercentage,float,fieldGoalsPercentage value
csv/nba/PlayerStatisticsExtended.csv,threePointersMade,integer,threePointersMade value
csv/nba/PlayerStatisticsExtended.csv,threePointersAttempted,integer,threePointersAttempted value
csv/nba/PlayerStatisticsExtended.csv,threePointersPercentage,float,threePointersPercentage value
csv/nba/PlayerStatisticsExtended.csv,freeThrowsMade,integer,freeThrowsMade value
csv/nba/PlayerStatisticsExtended.csv,freeThrowsAttempted,integer,freeThrowsAttempted value
csv/nba/PlayerStatisticsExtended.csv,freeThrowsPercentage,float,freeThrowsPercentage value
csv/nba/PlayerStatisticsExtended.csv,steals,integer,steals value
csv/nba/PlayerStatisticsExtended.csv,blocks,integer,blocks value
csv/nba/PlayerStatisticsExtended.csv,blocksAgainst,integer,blocksAgainst value
csv/nba/PlayerStatisticsExtended.csv,turnovers,integer,turnovers value
csv/nba/PlayerStatisticsExtended.csv,foulsPersonal,integer,foulsPersonal value
csv/nba/PlayerStatisticsExtended.csv,foulsAgainst,integer,foulsAgainst value
csv/nba/PlayerStatisticsExtended.csv,plusMinusPoints,integer,plusMinusPoints value
csv/nba/PlayerStatisticsExtended.csv,doubleDouble,integer,doubleDouble value
csv/nba/PlayerStatisticsExtended.csv,tripleDouble,integer,tripleDouble value
csv/nba/PlayerStatisticsExtended.csv,estimatedOffensiveRating,float,estimatedOffensiveRating value
csv/nba/PlayerStatisticsExtended.csv,offensiveRating,float,offensiveRating value
csv/nba/PlayerStatisticsExtended.csv,spWorkOffensiveRating,float,spWorkOffensiveRating value
csv/nba/PlayerStatisticsExtended.csv,estimatedDefensiveRating,float,estimatedDefensiveRating value
csv/nba/PlayerStatisticsExtended.csv,defensiveRating,float,defensiveRating value
csv/nba/PlayerStatisticsExtended.csv,spWorkDefensiveRating,float,spWorkDefensiveRating value
csv/nba/PlayerStatisticsExtended.csv,estimatedNetRating,float,estimatedNetRating value
csv/nba/PlayerStatisticsExtended.csv,netRating,float,netRating value
csv/nba/PlayerStatisticsExtended.csv,spWorkNetRating,float,spWorkNetRating value
csv/nba/PlayerStatisticsExtended.csv,assistPercentage,float,assistPercentage value
csv/nba/PlayerStatisticsExtended.csv,assistToTurnoverRatio,float,assistToTurnoverRatio value
csv/nba/PlayerStatisticsExtended.csv,assistRatio,float,assistRatio value
csv/nba/PlayerStatisticsExtended.csv,offensiveReboundPercentage,float,offensiveReboundPercentage value
csv/nba/PlayerStatisticsExtended.csv,defensiveReboundPercentage,float,defensiveReboundPercentage value
csv/nba/PlayerStatisticsExtended.csv,reboundPercentage,float,reboundPercentage value
csv/nba/PlayerStatisticsExtended.csv,teamTurnoverPercentage,float,teamTurnoverPercentage value
csv/nba/PlayerStatisticsExtended.csv,estimatedTurnoverPercentage,float,estimatedTurnoverPercentage value
csv/nba/PlayerStatisticsExtended.csv,effectiveFieldGoalPercentage,float,effectiveFieldGoalPercentage value
csv/nba/PlayerStatisticsExtended.csv,trueShootingPercentage,float,trueShootingPercentage value
csv/nba/PlayerStatisticsExtended.csv,usagePercentage,float,usagePercentage value
csv/nba/PlayerStatisticsExtended.csv,estimatedUsagePercentage,float,estimatedUsagePercentage value
csv/nba/PlayerStatisticsExtended.csv,estimatedPace,float,estimatedPace value
csv/nba/PlayerStatisticsExtended.csv,pace,float,pace value
csv/nba/PlayerStatisticsExtended.csv,pacePer40,float,pacePer40 value
csv/nba/PlayerStatisticsExtended.csv,spWorkPace,float,spWorkPace value
csv/nba/PlayerStatisticsExtended.csv,playerImpactEstimate,float,playerImpactEstimate value
csv/nba/PlayerStatisticsExtended.csv,possessions,integer,possessions value
csv/nba/PlayerStatisticsExtended.csv,pointsOffTurnovers,integer,pointsOffTurnovers value
csv/nba/PlayerStatisticsExtended.csv,pointsSecondChance,integer,pointsSecondChance value
csv/nba/PlayerStatisticsExtended.csv,pointsFastBreak,integer,pointsFastBreak value
csv/nba/PlayerStatisticsExtended.csv,pointsInPaint,integer,pointsInPaint value
csv/nba/PlayerStatisticsExtended.csv,opponentPointsOffTurnovers,float,opponentPointsOffTurnovers value
csv/nba/PlayerStatisticsExtended.csv,opponentPointsSecondChance,float,opponentPointsSecondChance value
csv/nba/PlayerStatisticsExtended.csv,opponentPointsFastBreak,float,opponentPointsFastBreak value
csv/nba/PlayerStatisticsExtended.csv,opponentPointsInPaint,float,opponentPointsInPaint value
csv/nba/PlayerStatisticsExtended.csv,percentFieldGoalAttempts2Point,float,percentFieldGoalAttempts2Point value
csv/nba/PlayerStatisticsExtended.csv,percentFieldGoalAttempts3Point,float,percentFieldGoalAttempts3Point value
csv/nba/PlayerStatisticsExtended.csv,percentPoints2Point,float,percentPoints2Point value
csv/nba/PlayerStatisticsExtended.csv,percentPoints2PointMidRange,float,percentPoints2PointMidRange value
csv/nba/PlayerStatisticsExtended.csv,percentPoints3Point,float,percentPoints3Point value
csv/nba/PlayerStatisticsExtended.csv,percentPointsFastBreak,float,percentPointsFastBreak value
csv/nba/PlayerStatisticsExtended.csv,percentPointsFreeThrow,float,percentPointsFreeThrow value
csv/nba/PlayerStatisticsExtended.csv,percentPointsOffTurnovers,float,percentPointsOffTurnovers value
csv/nba/PlayerStatisticsExtended.csv,percentPointsInPaint,float,percentPointsInPaint value
csv/nba/PlayerStatisticsExtended.csv,percentAssisted2PointMade,float,percentAssisted2PointMade value
csv/nba/PlayerStatisticsExtended.csv,percentUnassisted2PointMade,float,percentUnassisted2PointMade value
csv/nba/PlayerStatisticsExtended.csv,percentAssisted3PointMade,float,percentAssisted3PointMade value
csv/nba/PlayerStatisticsExtended.csv,percentUnassisted3PointMade,float,percentUnassisted3PointMade value
csv/nba/PlayerStatisticsExtended.csv,percentAssistedFieldGoalsMade,float,percentAssistedFieldGoalsMade value
csv/nba/PlayerStatisticsExtended.csv,percentUnassistedFieldGoalsMade,float,percentUnassistedFieldGoalsMade value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFieldGoalsMade,float,percentTeamFieldGoalsMade value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFieldGoalsAttempted,float,percentTeamFieldGoalsAttempted value
csv/nba/PlayerStatisticsExtended.csv,percentTeamThreePointersMade,float,percentTeamThreePointersMade value
csv/nba/PlayerStatisticsExtended.csv,percentTeamThreePointersAttempted,float,percentTeamThreePointersAttempted value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFreeThrowsMade,float,percentTeamFreeThrowsMade value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFreeThrowsAttempted,float,percentTeamFreeThrowsAttempted value
csv/nba/PlayerStatisticsExtended.csv,percentTeamOffensiveRebounds,float,percentTeamOffensiveRebounds value
csv/nba/PlayerStatisticsExtended.csv,percentTeamDefensiveRebounds,float,percentTeamDefensiveRebounds value
csv/nba/PlayerStatisticsExtended.csv,percentTeamRebounds,float,percentTeamRebounds value
csv/nba/PlayerStatisticsExtended.csv,percentTeamAssists,float,percentTeamAssists value
csv/nba/PlayerStatisticsExtended.csv,percentTeamTurnovers,float,percentTeamTurnovers value
csv/nba/PlayerStatisticsExtended.csv,percentTeamSteals,float,percentTeamSteals value
csv/nba/PlayerStatisticsExtended.csv,percentTeamBlocks,float,percentTeamBlocks value
csv/nba/PlayerStatisticsExtended.csv,percentTeamBlocksAgainst,float,percentTeamBlocksAgainst value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFoulsPersonal,float,percentTeamFoulsPersonal value
csv/nba/PlayerStatisticsExtended.csv,percentTeamFoulsDrawn,float,percentTeamFoulsDrawn value
csv/nba/PlayerStatisticsExtended.csv,percentTeamPoints,float,percentTeamPoints value
csv/nba/team_boxscores.csv,season_year,string,season year value
csv/nba/team_boxscores.csv,team_id,string,Unique identifier for each team
csv/nba/team_boxscores.csv,team_abbreviation,string,Team abbreviation
csv/nba/team_boxscores.csv,team_name,string,Team name
csv/nba/team_boxscores.csv,game_id,string,Unique identifier for each game
csv/nba/team_boxscores.csv,game_date,date,Date the game was played
csv/nba/team_boxscores.csv,matchup,string,Game matchup notation
csv/nba/team_boxscores.csv,is_home,boolean,is home value
csv/nba/team_boxscores.csv,wl,integer,Win/loss indicator
csv/nba/team_boxscores.csv,min,integer,Minutes played
csv/nba/team_boxscores.csv,fgm,integer,Field goals made
csv/nba/team_boxscores.csv,fga,integer,Field goal attempts
csv/nba/team_boxscores.csv,fg_pct,float,Field goal percentage
csv/nba/team_boxscores.csv,fg3m,integer,fg3m value
csv/nba/team_boxscores.csv,fg3a,integer,fg3a value
csv/nba/team_boxscores.csv,fg3_pct,float,fg3 pct value
csv/nba/team_boxscores.csv,ftm,integer,Free throws made
csv/nba/team_boxscores.csv,fta,integer,Free throw attempts
csv/nba/team_boxscores.csv,ft_pct,float,Free throw percentage
csv/nba/team_boxscores.csv,oreb,integer,oreb value
csv/nba/team_boxscores.csv,dreb,integer,dreb value
csv/nba/team_boxscores.csv,reb,integer,Total rebounds
csv/nba/team_boxscores.csv,ast,integer,Assists
csv/nba/team_boxscores.csv,tov,integer,Turnovers
csv/nba/team_boxscores.csv,stl,integer,Steals
csv/nba/team_boxscores.csv,blk,integer,Blocks
csv/nba/team_boxscores.csv,blka,integer,blka value
csv/nba/team_boxscores.csv,pf,integer,Personal fouls
csv/nba/team_boxscores.csv,pfd,integer,pfd value
csv/nba/team_boxscores.csv,pts,integer,Points scored
csv/nba/team_boxscores.csv,plus_minus,integer,Plus/minus differential
csv/nba/team_boxscores.csv,gp_rank,integer,gp rank value
csv/nba/team_boxscores.csv,w_rank,integer,w rank value
csv/nba/team_boxscores.csv,l_rank,integer,l rank value
csv/nba/team_boxscores.csv,w_pct_rank,integer,w pct rank value
csv/nba/team_boxscores.csv,min_rank,integer,min rank value
csv/nba/team_boxscores.csv,fgm_rank,integer,fgm rank value
csv/nba/team_boxscores.csv,fga_rank,integer,fga rank value
csv/nba/team_boxscores.csv,fg_pct_rank,integer,fg pct rank value
csv/nba/team_boxscores.csv,fg3m_rank,integer,fg3m rank value
csv/nba/team_boxscores.csv,fg3a_rank,integer,fg3a rank value
csv/nba/team_boxscores.csv,fg3_pct_rank,integer,fg3 pct rank value
csv/nba/team_boxscores.csv,ftm_rank,integer,ftm rank value
csv/nba/team_boxscores.csv,fta_rank,integer,fta rank value
csv/nba/team_boxscores.csv,ft_pct_rank,integer,ft pct rank value
csv/nba/team_boxscores.csv,oreb_rank,integer,oreb rank value
csv/nba/team_boxscores.csv,dreb_rank,integer,dreb rank value
csv/nba/team_boxscores.csv,reb_rank,integer,reb rank value
csv/nba/team_boxscores.csv,ast_rank,integer,ast rank value
csv/nba/team_boxscores.csv,tov_rank,integer,tov rank value
csv/nba/team_boxscores.csv,stl_rank,integer,stl rank value
csv/nba/team_boxscores.csv,blk_rank,integer,blk rank value
csv/nba/team_boxscores.csv,blka_rank,integer,blka rank value
csv/nba/team_boxscores.csv,pf_rank,integer,pf rank value
csv/nba/team_boxscores.csv,pfd_rank,integer,pfd rank value
csv/nba/team_boxscores.csv,pts_rank,integer,pts rank value
csv/nba/team_boxscores.csv,plus_minus_rank,integer,plus minus rank value
csv/nba/team_boxscores.csv,available_flag,integer,available flag value
csv/nba/team_boxscores.csv,e_off_rating,float,e off rating value
csv/nba/team_boxscores.csv,off_rating,float,off rating value
csv/nba/team_boxscores.csv,e_def_rating,float,e def rating value
csv/nba/team_boxscores.csv,def_rating,float,def rating value
csv/nba/team_boxscores.csv,e_net_rating,float,e net rating value
csv/nba/team_boxscores.csv,net_rating,float,net rating value
csv/nba/team_boxscores.csv,ast_pct,float,ast pct value
csv/nba/team_boxscores.csv,ast_to,float,ast to value
csv/nba/team_boxscores.csv,ast_ratio,float,ast ratio value
csv/nba/team_boxscores.csv,oreb_pct,float,oreb pct value
csv/nba/team_boxscores.csv,dreb_pct,float,dreb pct value
csv/nba/team_boxscores.csv,reb_pct,float,reb pct value
csv/nba/team_boxscores.csv,tm_tov_pct,float,tm tov pct value
csv/nba/team_boxscores.csv,efg_pct,float,efg pct value
csv/nba/team_boxscores.csv,ts_pct,float,ts pct value
csv/nba/team_boxscores.csv,e_pace,float,e pace value
csv/nba/team_boxscores.csv,pace,float,pace value
csv/nba/team_boxscores.csv,pace_per40,float,pace per40 value
csv/nba/team_boxscores.csv,poss,integer,poss value
csv/nba/team_boxscores.csv,pie,float,pie value
csv/nba/team_boxscores.csv,off_rating_rank,integer,off rating rank value
csv/nba/team_boxscores.csv,def_rating_rank,integer,def rating rank value
csv/nba/team_boxscores.csv,net_rating_rank,integer,net rating rank value
csv/nba/team_boxscores.csv,ast_pct_rank,integer,ast pct rank value
csv/nba/team_boxscores.csv,ast_to_rank,integer,ast to rank value
csv/nba/team_boxscores.csv,ast_ratio_rank,integer,ast ratio rank value
csv/nba/team_boxscores.csv,oreb_pct_rank,integer,oreb pct rank value
csv/nba/team_boxscores.csv,dreb_pct_rank,integer,dreb pct rank value
csv/nba/team_boxscores.csv,reb_pct_rank,integer,reb pct rank value
csv/nba/team_boxscores.csv,tm_tov_pct_rank,integer,tm tov pct rank value
csv/nba/team_boxscores.csv,efg_pct_rank,integer,efg pct rank value
csv/nba/team_boxscores.csv,ts_pct_rank,integer,ts pct rank value
csv/nba/team_boxscores.csv,pace_rank,integer,pace rank value
csv/nba/team_boxscores.csv,pie_rank,integer,pie rank value
csv/nba/team_boxscores.csv,fta_rate,float,fta rate value
csv/nba/team_boxscores.csv,opp_efg_pct,float,opp efg pct value
csv/nba/team_boxscores.csv,opp_fta_rate,float,opp fta rate value
csv/nba/team_boxscores.csv,opp_tov_pct,float,opp tov pct value
csv/nba/team_boxscores.csv,opp_oreb_pct,float,opp oreb pct value
csv/nba/team_boxscores.csv,fta_rate_rank,integer,fta rate rank value
csv/nba/team_boxscores.csv,opp_efg_pct_rank,integer,opp efg pct rank value
csv/nba/team_boxscores.csv,opp_fta_rate_rank,integer,opp fta rate rank value
csv/nba/team_boxscores.csv,opp_tov_pct_rank,integer,opp tov pct rank value
csv/nba/team_boxscores.csv,opp_oreb_pct_rank,integer,opp oreb pct rank value
csv/nba/team_boxscores.csv,pct_fga_2pt,float,pct fga 2pt value
csv/nba/team_boxscores.csv,pct_fga_3pt,float,pct fga 3pt value
csv/nba/team_boxscores.csv,pct_pts_2pt,float,pct pts 2pt value
csv/nba/team_boxscores.csv,pct_pts_2pt_mr,float,pct pts 2pt mr value
csv/nba/team_boxscores.csv,pct_pts_3pt,float,pct pts 3pt value
csv/nba/team_boxscores.csv,pct_pts_fb,float,pct pts fb value
csv/nba/team_boxscores.csv,pct_pts_ft,float,pct pts ft value
csv/nba/team_boxscores.csv,pct_pts_off_tov,float,pct pts off tov value
csv/nba/team_boxscores.csv,pct_pts_paint,float,pct pts paint value
csv/nba/team_boxscores.csv,pct_ast_2pm,float,pct ast 2pm value
csv/nba/team_boxscores.csv,pct_uast_2pm,float,pct uast 2pm value
csv/nba/team_boxscores.csv,pct_ast_3pm,float,pct ast 3pm value
csv/nba/team_boxscores.csv,pct_uast_3pm,float,pct uast 3pm value
csv/nba/team_boxscores.csv,pct_ast_fgm,float,pct ast fgm value
csv/nba/team_boxscores.csv,pct_uast_fgm,float,pct uast fgm value
csv/nba/team_boxscores.csv,pct_fga_2pt_rank,integer,pct fga 2pt rank value
csv/nba/team_boxscores.csv,pct_fga_3pt_rank,integer,pct fga 3pt rank value
csv/nba/team_boxscores.csv,pct_pts_2pt_rank,integer,pct pts 2pt rank value
csv/nba/team_boxscores.csv,pct_pts_2pt_mr_rank,integer,pct pts 2pt mr rank value
csv/nba/team_boxscores.csv,pct_pts_3pt_rank,integer,pct pts 3pt rank value
csv/nba/team_boxscores.csv,pct_pts_fb_rank,integer,pct pts fb rank value
csv/nba/team_boxscores.csv,pct_pts_ft_rank,integer,pct pts ft rank value
csv/nba/team_boxscores.csv,pct_pts_off_tov_rank,integer,pct pts off tov rank value
csv/nba/team_boxscores.csv,pct_pts_paint_rank,integer,pct pts paint rank value
csv/nba/team_boxscores.csv,pct_ast_2pm_rank,integer,pct ast 2pm rank value
csv/nba/team_boxscores.csv,pct_uast_2pm_rank,integer,pct uast 2pm rank value
csv/nba/team_boxscores.csv,pct_ast_3pm_rank,integer,pct ast 3pm rank value
csv/nba/team_boxscores.csv,pct_uast_3pm_rank,integer,pct uast 3pm rank value
csv/nba/team_boxscores.csv,pct_ast_fgm_rank,integer,pct ast fgm rank value
csv/nba/team_boxscores.csv,pct_uast_fgm_rank,integer,pct uast fgm rank value
csv/nba/team_boxscores.csv,pts_off_tov,integer,pts off tov value
csv/nba/team_boxscores.csv,pts_2nd_chance,integer,pts 2nd chance value
csv/nba/team_boxscores.csv,pts_fb,integer,pts fb value
csv/nba/team_boxscores.csv,pts_paint,integer,pts paint value
csv/nba/team_boxscores.csv,opp_pts_off_tov,integer,opp pts off tov value
csv/nba/team_boxscores.csv,opp_pts_2nd_chance,integer,opp pts 2nd chance value
csv/nba/team_boxscores.csv,opp_pts_fb,integer,opp pts fb value
csv/nba/team_boxscores.csv,opp_pts_paint,integer,opp pts paint value
csv/nba/team_boxscores.csv,pts_off_tov_rank,integer,pts off tov rank value
csv/nba/team_boxscores.csv,pts_2nd_chance_rank,integer,pts 2nd chance rank value
csv/nba/team_boxscores.csv,pts_fb_rank,integer,pts fb rank value
csv/nba/team_boxscores.csv,pts_paint_rank,integer,pts paint rank value
csv/nba/team_boxscores.csv,opp_pts_off_tov_rank,integer,opp pts off tov rank value
csv/nba/team_boxscores.csv,opp_pts_2nd_chance_rank,integer,opp pts 2nd chance rank value
csv/nba/team_boxscores.csv,opp_pts_fb_rank,integer,opp pts fb rank value
csv/nba/team_boxscores.csv,opp_pts_paint_rank,integer,opp pts paint rank value
csv/nba/team_boxscores.csv,q1_wl,integer,q1 wl value
csv/nba/team_boxscores.csv,q1_pts,integer,q1 pts value
csv/nba/team_boxscores.csv,q1_fgm,integer,q1 fgm value
csv/nba/team_boxscores.csv,q1_fga,integer,q1 fga value
csv/nba/team_boxscores.csv,q1_fg3m,integer,q1 fg3m value
csv/nba/team_boxscores.csv,q1_fg3a,integer,q1 fg3a value
csv/nba/team_boxscores.csv,q1_ftm,integer,q1 ftm value
csv/nba/team_boxscores.csv,q1_fta,integer,q1 fta value
csv/nba/team_boxscores.csv,q1_reb,integer,q1 reb value
csv/nba/team_boxscores.csv,q1_ast,integer,q1 ast value
csv/nba/team_boxscores.csv,q1_tov,integer,q1 tov value
csv/nba/team_boxscores.csv,q1_stl,integer,q1 stl value
csv/nba/team_boxscores.csv,q1_plus_minus,integer,q1 plus minus value
csv/nba/team_boxscores.csv,q2_wl,integer,q2 wl value
csv/nba/team_boxscores.csv,q2_pts,integer,q2 pts value
csv/nba/team_boxscores.csv,q2_fgm,integer,q2 fgm value
csv/nba/team_boxscores.csv,q2_fga,integer,q2 fga value
csv/nba/team_boxscores.csv,q2_fg3m,integer,q2 fg3m value
csv/nba/team_boxscores.csv,q2_fg3a,integer,q2 fg3a value
csv/nba/team_boxscores.csv,q2_ftm,integer,q2 ftm value
csv/nba/team_boxscores.csv,q2_fta,integer,q2 fta value
csv/nba/team_boxscores.csv,q2_reb,integer,q2 reb value
csv/nba/team_boxscores.csv,q2_ast,integer,q2 ast value
csv/nba/team_boxscores.csv,q2_tov,integer,q2 tov value
csv/nba/team_boxscores.csv,q2_stl,integer,q2 stl value
csv/nba/team_boxscores.csv,q2_plus_minus,integer,q2 plus minus value
csv/nba/team_boxscores.csv,q3_wl,integer,q3 wl value
csv/nba/team_boxscores.csv,q3_pts,integer,q3 pts value
csv/nba/team_boxscores.csv,q3_fgm,integer,q3 fgm value
csv/nba/team_boxscores.csv,q3_fga,integer,q3 fga value
csv/nba/team_boxscores.csv,q3_fg3m,integer,q3 fg3m value
csv/nba/team_boxscores.csv,q3_fg3a,integer,q3 fg3a value
csv/nba/team_boxscores.csv,q3_ftm,integer,q3 ftm value
csv/nba/team_boxscores.csv,q3_fta,integer,q3 fta value
csv/nba/team_boxscores.csv,q3_reb,integer,q3 reb value
csv/nba/team_boxscores.csv,q3_ast,integer,q3 ast value
csv/nba/team_boxscores.csv,q3_tov,integer,q3 tov value
csv/nba/team_boxscores.csv,q3_stl,integer,q3 stl value
csv/nba/team_boxscores.csv,q3_plus_minus,integer,q3 plus minus value
csv/nba/team_boxscores.csv,q4_wl,integer,q4 wl value
csv/nba/team_boxscores.csv,q4_pts,integer,q4 pts value
csv/nba/team_boxscores.csv,q4_fgm,integer,q4 fgm value
csv/nba/team_boxscores.csv,q4_fga,integer,q4 fga value
csv/nba/team_boxscores.csv,q4_fg3m,integer,q4 fg3m value
csv/nba/team_boxscores.csv,q4_fg3a,integer,q4 fg3a value
csv/nba/team_boxscores.csv,q4_ftm,integer,q4 ftm value
csv/nba/team_boxscores.csv,q4_fta,integer,q4 fta value
