File,Column,Data Type,Description
csv/nba/team_boxscores.csv,q4_reb,integer,q4 reb value
csv/nba/team_boxscores.csv,q4_ast,integer,q4 ast value
csv/nba/team_boxscores.csv,q4_tov,integer,q4 tov value
csv/nba/team_boxscores.csv,q4_stl,integer,q4 stl value
csv/nba/team_boxscores.csv,q4_plus_minus,integer,q4 plus minus value
csv/nba/TeamHistories.csv,teamId,string,Unique identifier for each team
csv/nba/TeamHistories.csv,teamCity,string,teamCity value
csv/nba/TeamHistories.csv,teamName,string,Team name
csv/nba/TeamHistories.csv,teamAbbrev,string,teamAbbrev value
csv/nba/TeamHistories.csv,seasonFounded,integer,seasonFounded value
csv/nba/TeamHistories.csv,seasonActiveTill,integer,seasonActiveTill value
csv/nba/TeamHistories.csv,league,string,league value
csv/nba/teams_boxscores.csv,game_id,string,Unique identifier for each game
csv/nba/teams_boxscores.csv,season,integer,Season identifier
csv/nba/teams_boxscores.csv,game_date,date,Date the game was played
csv/nba/teams_boxscores.csv,sub_season_id,string,sub season id value
csv/nba/teams_boxscores.csv,is_playoff,boolean,is playoff value
csv/nba/teams_boxscores.csv,is_overtime,boolean,is overtime value
csv/nba/teams_boxscores.csv,min,integer,Minutes played
csv/nba/teams_boxscores.csv,team_id,string,Unique identifier for each team
csv/nba/teams_boxscores.csv,is_home_team,boolean,Whether the team played at home
csv/nba/teams_boxscores.csv,team,string,Team name or abbreviation
csv/nba/teams_boxscores.csv,match_up,string,Game matchup notation
csv/nba/teams_boxscores.csv,pts,integer,Points scored
csv/nba/teams_boxscores.csv,fgm,integer,Field goals made
csv/nba/teams_boxscores.csv,fga,integer,Field goal attempts
csv/nba/teams_boxscores.csv,fg_pct,float,Field goal percentage
csv/nba/teams_boxscores.csv,3pm,integer,Three-point field goals made
csv/nba/teams_boxscores.csv,3pa,integer,Three-point field goal attempts
csv/nba/teams_boxscores.csv,3p_pct,float,Three-point field goal percentage
csv/nba/teams_boxscores.csv,ftm,integer,Free throws made
csv/nba/teams_boxscores.csv,fta,integer,Free throw attempts
csv/nba/teams_boxscores.csv,ft_pct,float,Free throw percentage
csv/nba/teams_boxscores.csv,oreb,integer,oreb value
csv/nba/teams_boxscores.csv,dreb,integer,dreb value
csv/nba/teams_boxscores.csv,reb,integer,Total rebounds
csv/nba/teams_boxscores.csv,ast,integer,Assists
csv/nba/teams_boxscores.csv,tov,integer,Turnovers
csv/nba/teams_boxscores.csv,stl,integer,Steals
csv/nba/teams_boxscores.csv,blk,integer,Blocks
csv/nba/teams_boxscores.csv,pf,integer,Personal fouls
csv/nba/teams_boxscores.csv,plus_minus,integer,Plus/minus differential
csv/nba/teams_boxscores.csv,off_rtg,float,off rtg value
csv/nba/teams_boxscores.csv,def_rtg,float,def rtg value
csv/nba/teams_boxscores.csv,net_rtg,float,net rtg value
csv/nba/teams_boxscores.csv,ast_pct,float,ast pct value
csv/nba/teams_boxscores.csv,ast_turnover_ratio,float,ast turnover ratio value
csv/nba/teams_boxscores.csv,ast_ratio,float,ast ratio value
csv/nba/teams_boxscores.csv,oreb_pct,float,oreb pct value
csv/nba/teams_boxscores.csv,dreb_pct,float,dreb pct value
csv/nba/teams_boxscores.csv,reb_pct,float,reb pct value
csv/nba/teams_boxscores.csv,tov_pct,float,tov pct value
csv/nba/teams_boxscores.csv,efg_pct,float,efg pct value
csv/nba/teams_boxscores.csv,ts_pct,float,ts pct value
csv/nba/teams_boxscores.csv,pace,float,pace value
csv/nba/teams_boxscores.csv,pie,float,pie value
csv/nba/teams_boxscores.csv,fta_rate,float,fta rate value
csv/nba/teams_boxscores.csv,opp_efg_pct,float,opp efg pct value
csv/nba/teams_boxscores.csv,opp_fta_rate,float,opp fta rate value
csv/nba/teams_boxscores.csv,opp_tov_pct,float,opp tov pct value
csv/nba/teams_boxscores.csv,opp_oreb_pct,float,opp oreb pct value
csv/nba/teams_boxscores.csv,pts_off_to,integer,pts off to value
csv/nba/teams_boxscores.csv,2nd_pts,integer,2nd pts value
csv/nba/teams_boxscores.csv,fbps,integer,fbps value
csv/nba/teams_boxscores.csv,pitp,integer,pitp value
csv/nba/teams_boxscores.csv,opp_pts_off_to,integer,opp pts off to value
csv/nba/teams_boxscores.csv,opp_2nd_pts,integer,opp 2nd pts value
csv/nba/teams_boxscores.csv,opp_fbps,integer,opp fbps value
csv/nba/teams_boxscores.csv,opp_pitp,integer,opp pitp value
csv/nba/teams_boxscores.csv,pct_fga_2pt,float,pct fga 2pt value
csv/nba/teams_boxscores.csv,pct_fga_3pt,float,pct fga 3pt value
csv/nba/teams_boxscores.csv,pct_pts_2pt,float,pct pts 2pt value
csv/nba/teams_boxscores.csv,pct_pts_2pt_mr,float,pct pts 2pt mr value
csv/nba/teams_boxscores.csv,pct_pts_3pt,float,pct pts 3pt value
csv/nba/teams_boxscores.csv,pct_pts_fbps,float,pct pts fbps value
csv/nba/teams_boxscores.csv,pct_pts_ft,float,pct pts ft value
csv/nba/teams_boxscores.csv,pct_pts_off_to,float,pct pts off to value
csv/nba/teams_boxscores.csv,pct_pts_pitp,float,pct pts pitp value
csv/nba/teams_boxscores.csv,2fgm_pct_ast,float,2fgm pct ast value
csv/nba/teams_boxscores.csv,2fgm_pct_uast,float,2fgm pct uast value
csv/nba/teams_boxscores.csv,3fgm_pct_ast,float,3fgm pct ast value
csv/nba/teams_boxscores.csv,3fgm_pct_uast,float,3fgm pct uast value
csv/nba/teams_boxscores.csv,fgm_pct_ast,float,fgm pct ast value
csv/nba/teams_boxscores.csv,fgm_pct_uast,float,fgm pct uast value
csv/nba/teams_boxscores.csv,is_win,boolean,Whether the team won the game
csv/nba/TeamStatistics.csv,gameId,string,Unique identifier for each game
csv/nba/TeamStatistics.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/TeamStatistics.csv,teamCity,string,teamCity value
csv/nba/TeamStatistics.csv,teamName,string,Team name
csv/nba/TeamStatistics.csv,teamId,string,Unique identifier for each team
csv/nba/TeamStatistics.csv,opponentTeamCity,string,opponentTeamCity value
csv/nba/TeamStatistics.csv,opponentTeamName,string,opponentTeamName value
csv/nba/TeamStatistics.csv,opponentTeamId,string,opponentTeamId value
csv/nba/TeamStatistics.csv,home,integer,home value
csv/nba/TeamStatistics.csv,win,integer,win value
csv/nba/TeamStatistics.csv,teamScore,integer,teamScore value
csv/nba/TeamStatistics.csv,opponentScore,integer,opponentScore value
csv/nba/TeamStatistics.csv,assists,integer,assists value
csv/nba/TeamStatistics.csv,blocks,integer,blocks value
csv/nba/TeamStatistics.csv,steals,integer,steals value
csv/nba/TeamStatistics.csv,fieldGoalsAttempted,integer,fieldGoalsAttempted value
csv/nba/TeamStatistics.csv,fieldGoalsMade,integer,fieldGoalsMade value
csv/nba/TeamStatistics.csv,fieldGoalsPercentage,float,fieldGoalsPercentage value
csv/nba/TeamStatistics.csv,threePointersAttempted,integer,threePointersAttempted value
csv/nba/TeamStatistics.csv,threePointersMade,integer,threePointersMade value
csv/nba/TeamStatistics.csv,threePointersPercentage,float,threePointersPercentage value
csv/nba/TeamStatistics.csv,freeThrowsAttempted,integer,freeThrowsAttempted value
csv/nba/TeamStatistics.csv,freeThrowsMade,integer,freeThrowsMade value
csv/nba/TeamStatistics.csv,freeThrowsPercentage,float,freeThrowsPercentage value
csv/nba/TeamStatistics.csv,reboundsDefensive,integer,reboundsDefensive value
csv/nba/TeamStatistics.csv,reboundsOffensive,integer,reboundsOffensive value
csv/nba/TeamStatistics.csv,reboundsTotal,integer,reboundsTotal value
csv/nba/TeamStatistics.csv,foulsPersonal,integer,foulsPersonal value
csv/nba/TeamStatistics.csv,turnovers,integer,turnovers value
csv/nba/TeamStatistics.csv,plusMinusPoints,integer,plusMinusPoints value
csv/nba/TeamStatistics.csv,numMinutes,float,numMinutes value
csv/nba/TeamStatistics.csv,q1Points,integer,q1Points value
csv/nba/TeamStatistics.csv,q2Points,integer,q2Points value
csv/nba/TeamStatistics.csv,q3Points,integer,q3Points value
csv/nba/TeamStatistics.csv,q4Points,integer,q4Points value
csv/nba/TeamStatistics.csv,benchPoints,integer,benchPoints value
csv/nba/TeamStatistics.csv,biggestLead,integer,biggestLead value
csv/nba/TeamStatistics.csv,biggestScoringRun,integer,biggestScoringRun value
csv/nba/TeamStatistics.csv,leadChanges,integer,leadChanges value
csv/nba/TeamStatistics.csv,pointsFastBreak,integer,pointsFastBreak value
csv/nba/TeamStatistics.csv,pointsFromTurnovers,integer,pointsFromTurnovers value
csv/nba/TeamStatistics.csv,pointsInThePaint,integer,pointsInThePaint value
csv/nba/TeamStatistics.csv,pointsSecondChance,integer,pointsSecondChance value
csv/nba/TeamStatistics.csv,timesTied,integer,timesTied value
csv/nba/TeamStatistics.csv,timeoutsRemaining,integer,timeoutsRemaining value
csv/nba/TeamStatistics.csv,seasonWins,integer,seasonWins value
csv/nba/TeamStatistics.csv,seasonLosses,integer,seasonLosses value
csv/nba/TeamStatistics.csv,coachId,string,coachId value
csv/nba/TeamStatistics.csv,gameType,string,gameType value
csv/nba/TeamStatistics.csv,gameLabel,string,gameLabel value
csv/nba/TeamStatistics.csv,gameSubLabel,string,gameSubLabel value
csv/nba/TeamStatistics.csv,seriesGameNumber,integer,seriesGameNumber value
csv/nba/TeamStatistics.csv,seed,integer,seed value
csv/nba/TeamStatistics.csv,reboundsTeam,integer,reboundsTeam value
csv/nba/TeamStatistics.csv,turnoversTeam,integer,turnoversTeam value
csv/nba/TeamStatistics.csv,ot1Points,integer,ot1Points value
csv/nba/TeamStatistics.csv,ot2Points,string,ot2Points value
csv/nba/TeamStatistics.csv,otAllPoints,integer,otAllPoints value
csv/nba/TeamStatistics.csv,gameDate,date,Date the game was played
csv/nba/TeamStatisticsExtended.csv,gameId,string,Unique identifier for each game
csv/nba/TeamStatisticsExtended.csv,gameDateTimeEst,string,gameDateTimeEst value
csv/nba/TeamStatisticsExtended.csv,gameType,string,gameType value
csv/nba/TeamStatisticsExtended.csv,gameLabel,string,gameLabel value
csv/nba/TeamStatisticsExtended.csv,gameSubLabel,string,gameSubLabel value
csv/nba/TeamStatisticsExtended.csv,seriesGameNumber,integer,seriesGameNumber value
csv/nba/TeamStatisticsExtended.csv,teamId,string,Unique identifier for each team
csv/nba/TeamStatisticsExtended.csv,teamCity,string,teamCity value
csv/nba/TeamStatisticsExtended.csv,teamName,string,Team name
csv/nba/TeamStatisticsExtended.csv,opponentTeamId,string,opponentTeamId value
csv/nba/TeamStatisticsExtended.csv,opponentTeamCity,string,opponentTeamCity value
csv/nba/TeamStatisticsExtended.csv,opponentTeamName,string,opponentTeamName value
csv/nba/TeamStatisticsExtended.csv,home,integer,home value
csv/nba/TeamStatisticsExtended.csv,win,integer,win value
csv/nba/TeamStatisticsExtended.csv,teamScore,integer,teamScore value
csv/nba/TeamStatisticsExtended.csv,opponentScore,integer,opponentScore value
csv/nba/TeamStatisticsExtended.csv,seed,integer,seed value
csv/nba/TeamStatisticsExtended.csv,numMinutes,float,numMinutes value
csv/nba/TeamStatisticsExtended.csv,assists,integer,assists value
csv/nba/TeamStatisticsExtended.csv,steals,integer,steals value
csv/nba/TeamStatisticsExtended.csv,blocks,integer,blocks value
csv/nba/TeamStatisticsExtended.csv,blocksAgainst,integer,blocksAgainst value
csv/nba/TeamStatisticsExtended.csv,fieldGoalsMade,integer,fieldGoalsMade value
csv/nba/TeamStatisticsExtended.csv,fieldGoalsAttempted,integer,fieldGoalsAttempted value
csv/nba/TeamStatisticsExtended.csv,fieldGoalsPercentage,float,fieldGoalsPercentage value
csv/nba/TeamStatisticsExtended.csv,threePointersMade,integer,threePointersMade value
csv/nba/TeamStatisticsExtended.csv,threePointersAttempted,integer,threePointersAttempted value
csv/nba/TeamStatisticsExtended.csv,threePointersPercentage,float,threePointersPercentage value
csv/nba/TeamStatisticsExtended.csv,freeThrowsMade,integer,freeThrowsMade value
csv/nba/TeamStatisticsExtended.csv,freeThrowsAttempted,integer,freeThrowsAttempted value
csv/nba/TeamStatisticsExtended.csv,freeThrowsPercentage,float,freeThrowsPercentage value
csv/nba/TeamStatisticsExtended.csv,reboundsOffensive,integer,reboundsOffensive value
csv/nba/TeamStatisticsExtended.csv,reboundsDefensive,integer,reboundsDefensive value
csv/nba/TeamStatisticsExtended.csv,reboundsTotal,integer,reboundsTotal value
csv/nba/TeamStatisticsExtended.csv,reboundsTeam,integer,reboundsTeam value
csv/nba/TeamStatisticsExtended.csv,foulsPersonal,integer,foulsPersonal value
csv/nba/TeamStatisticsExtended.csv,personalFoulsDrawn,integer,personalFoulsDrawn value
csv/nba/TeamStatisticsExtended.csv,turnovers,integer,turnovers value
csv/nba/TeamStatisticsExtended.csv,turnoversTeam,integer,turnoversTeam value
csv/nba/TeamStatisticsExtended.csv,plusMinusPoints,integer,plusMinusPoints value
csv/nba/TeamStatisticsExtended.csv,q1Points,integer,q1Points value
csv/nba/TeamStatisticsExtended.csv,q2Points,integer,q2Points value
csv/nba/TeamStatisticsExtended.csv,q3Points,integer,q3Points value
csv/nba/TeamStatisticsExtended.csv,q4Points,integer,q4Points value
csv/nba/TeamStatisticsExtended.csv,ot1Points,integer,ot1Points value
csv/nba/TeamStatisticsExtended.csv,ot2Points,string,ot2Points value
csv/nba/TeamStatisticsExtended.csv,otAllPoints,integer,otAllPoints value
csv/nba/TeamStatisticsExtended.csv,benchPoints,integer,benchPoints value
csv/nba/TeamStatisticsExtended.csv,biggestLead,integer,biggestLead value
csv/nba/TeamStatisticsExtended.csv,biggestScoringRun,integer,biggestScoringRun value
csv/nba/TeamStatisticsExtended.csv,leadChanges,integer,leadChanges value
csv/nba/TeamStatisticsExtended.csv,pointsFastBreak,integer,pointsFastBreak value
csv/nba/TeamStatisticsExtended.csv,pointsFromTurnovers,integer,pointsFromTurnovers value
csv/nba/TeamStatisticsExtended.csv,pointsInThePaint,integer,pointsInThePaint value
csv/nba/TeamStatisticsExtended.csv,pointsSecondChance,integer,pointsSecondChance value
csv/nba/TeamStatisticsExtended.csv,timesTied,integer,timesTied value
csv/nba/TeamStatisticsExtended.csv,timeoutsRemaining,integer,timeoutsRemaining value
csv/nba/TeamStatisticsExtended.csv,seasonWins,integer,seasonWins value
csv/nba/TeamStatisticsExtended.csv,seasonLosses,integer,seasonLosses value
csv/nba/TeamStatisticsExtended.csv,estimatedOffensiveRating,float,estimatedOffensiveRating value
csv/nba/TeamStatisticsExtended.csv,offensiveRating,float,offensiveRating value
csv/nba/TeamStatisticsExtended.csv,estimatedDefensiveRating,float,estimatedDefensiveRating value
csv/nba/TeamStatisticsExtended.csv,defensiveRating,float,defensiveRating value
csv/nba/TeamStatisticsExtended.csv,estimatedNetRating,float,estimatedNetRating value
csv/nba/TeamStatisticsExtended.csv,netRating,float,netRating value
csv/nba/TeamStatisticsExtended.csv,assistPercentage,float,assistPercentage value
csv/nba/TeamStatisticsExtended.csv,assistToTurnoverRatio,float,assistToTurnoverRatio value
csv/nba/TeamStatisticsExtended.csv,assistRatio,float,assistRatio value
csv/nba/TeamStatisticsExtended.csv,offensiveReboundPercentage,float,offensiveReboundPercentage value
csv/nba/TeamStatisticsExtended.csv,defensiveReboundPercentage,float,defensiveReboundPercentage value
csv/nba/TeamStatisticsExtended.csv,reboundPercentage,float,reboundPercentage value
csv/nba/TeamStatisticsExtended.csv,teamTurnoverPercentage,float,teamTurnoverPercentage value
csv/nba/TeamStatisticsExtended.csv,effectiveFieldGoalPercentage,float,effectiveFieldGoalPercentage value
csv/nba/TeamStatisticsExtended.csv,trueShootingPercentage,float,trueShootingPercentage value
csv/nba/TeamStatisticsExtended.csv,estimatedPace,float,estimatedPace value
csv/nba/TeamStatisticsExtended.csv,pace,float,pace value
csv/nba/TeamStatisticsExtended.csv,pacePer40,float,pacePer40 value
csv/nba/TeamStatisticsExtended.csv,possessions,integer,possessions value
csv/nba/TeamStatisticsExtended.csv,playerImpactEstimate,float,playerImpactEstimate value
csv/nba/TeamStatisticsExtended.csv,pointsOffTurnovers,float,pointsOffTurnovers value
csv/nba/TeamStatisticsExtended.csv,opponentPointsOffTurnovers,float,opponentPointsOffTurnovers value
csv/nba/TeamStatisticsExtended.csv,opponentPointsSecondChance,float,opponentPointsSecondChance value
csv/nba/TeamStatisticsExtended.csv,opponentPointsFastBreak,float,opponentPointsFastBreak value
csv/nba/TeamStatisticsExtended.csv,opponentPointsInPaint,float,opponentPointsInPaint value
csv/nba/TeamStatisticsExtended.csv,percentFieldGoalAttempts2Point,float,percentFieldGoalAttempts2Point value
csv/nba/TeamStatisticsExtended.csv,percentFieldGoalAttempts3Point,float,percentFieldGoalAttempts3Point value
csv/nba/TeamStatisticsExtended.csv,percentPoints2Point,float,percentPoints2Point value
csv/nba/TeamStatisticsExtended.csv,percentPoints2PointMidRange,float,percentPoints2PointMidRange value
csv/nba/TeamStatisticsExtended.csv,percentPoints3Point,float,percentPoints3Point value
csv/nba/TeamStatisticsExtended.csv,percentPointsFastBreak,float,percentPointsFastBreak value
csv/nba/TeamStatisticsExtended.csv,percentPointsFreeThrow,float,percentPointsFreeThrow value
csv/nba/TeamStatisticsExtended.csv,percentPointsOffTurnovers,float,percentPointsOffTurnovers value
csv/nba/TeamStatisticsExtended.csv,percentPointsInPaint,float,percentPointsInPaint value
csv/nba/TeamStatisticsExtended.csv,percentAssisted2PointMade,float,percentAssisted2PointMade value
csv/nba/TeamStatisticsExtended.csv,percentUnassisted2PointMade,float,percentUnassisted2PointMade value
csv/nba/TeamStatisticsExtended.csv,percentAssisted3PointMade,float,percentAssisted3PointMade value
csv/nba/TeamStatisticsExtended.csv,percentUnassisted3PointMade,float,percentUnassisted3PointMade value
csv/nba/TeamStatisticsExtended.csv,percentAssistedFieldGoalsMade,float,percentAssistedFieldGoalsMade value
csv/nba/TeamStatisticsExtended.csv,percentUnassistedFieldGoalsMade,float,percentUnassistedFieldGoalsMade value
csv/nba/TeamStatisticsExtended.csv,freeThrowAttemptRate,float,freeThrowAttemptRate value
csv/nba/TeamStatisticsExtended.csv,opponentEffectiveFieldGoalPercentage,float,opponentEffectiveFieldGoalPercentage value
csv/nba/TeamStatisticsExtended.csv,opponentFreeThrowAttemptRate,float,opponentFreeThrowAttemptRate value
csv/nba/TeamStatisticsExtended.csv,opponentTurnoverPercentage,float,opponentTurnoverPercentage value
csv/nba/TeamStatisticsExtended.csv,opponentOffensiveReboundPercentage,float,opponentOffensiveReboundPercentage value
